Customer_ID,Gender,Age,Annual Income (k$),Spending Score (1-100),cluster
15527,Male,70,44,58,4
15528,Female,35,74,73,1
15529,Male,40,54,49,4
15530,Female,29,96,88,1
15531,Male,20,22,68,3
15532,Female,47,80,16,5
15533,Male,36,27,61,3
15534,Female,48,53,43,4
15535,Male,35,94,91,1
15536,Male,22,21,80,3
15537,Female,45,54,52,4
15538,Male,29,100,98,1
15539,Female,43,73,8,5
15540,Male,30,30,82,3
15541,Male,34,28,60,3
15542,Male,48,63,58,4
15543,Female,46,55,55,4
15544,Female,31,78,95,1
15545,Male,64,20,1,0
15546,Female,51,87,13,5
15547,Female,49,43,52,4
15548,Male,27,56,56,4
15549,Female,37,67,41,4
15550,Female,40,98,39,5
15551,Female,21,30,73,3
15552,Female,47,118,17,5
15553,Female,51,47,51,4
15554,Male,59,43,62,4
15555,Female,20,67,52,4
15556,Female,32,76,89,1
15557,Male,19,46,54,4
15558,Female,46,55,43,4
15559,Male,47,42,40,4
15560,Female,45,25,6,0
15561,Female,34,22,34,0
15562,Female,35,85,76,1
15563,Male,30,136,84,2
15564,Female,30,79,78,1
15565,Male,29,101,98,1
15566,Male,40,56,47,4
15567,Male,24,23,71,3
15568,Male,53,62,45,4
15569,Female,35,20,36,0
15570,Male,36,21,15,0
15571,Male,19,62,48,4
15572,Female,27,39,47,4
15573,Female,31,77,74,1
15574,Female,38,63,40,4
15575,Female,33,87,97,1
15576,Female,48,61,48,4
15577,Female,40,98,40,5
15578,Male,31,99,95,1
15579,Female,69,56,56,4
15580,Male,23,19,81,3
15581,Female,27,80,89,1
15582,Female,28,59,50,4
15583,Male,65,62,52,4
15584,Male,19,17,38,0
15585,Female,65,37,35,0
15586,Female,27,42,45,4
15587,Male,33,82,2,5
15588,Female,32,81,94,1
15589,Male,53,65,46,4
15590,Female,56,77,36,5
15591,Female,55,77,35,5
15592,Male,67,61,60,4
15593,Male,39,72,96,1
15594,Male,42,78,18,5
15595,Male,28,101,69,1
15596,Female,24,27,88,3
15597,Female,49,39,29,0
15598,Female,49,53,42,4
15599,Female,36,36,26,0
15600,Female,49,38,29,0
15601,Male,41,54,48,4
15602,Male,57,53,52,4
15603,Female,36,74,71,1
15604,Male,49,58,47,4
15605,Female,20,31,73,3
15606,Female,29,98,87,1
15607,Male,31,25,76,3
15608,Female,18,65,49,4
15609,Female,58,21,16,0
15610,Female,33,75,73,1
15611,Female,22,54,52,4
15612,Male,48,41,40,4
15613,Female,31,43,52,4
15614,Female,69,48,48,4
15615,Female,32,97,86,1
15616,Male,18,34,93,3
15617,Male,34,29,63,3
15618,Female,31,41,40,4
15619,Male,39,70,76,1
15620,Male,65,64,51,4
15621,Female,41,61,40,4
15622,Female,37,78,74,1
15623,Male,59,93,12,5
15624,Female,49,40,52,4
15625,Male,28,30,81,3
15626,Female,46,55,44,4
15627,Female,21,62,42,4
15628,Male,18,58,39,4
15629,Female,51,68,54,4
15630,Male,60,56,47,4
15631,Female,39,67,41,4
15632,Female,40,104,17,5
15633,Male,44,80,19,5
15634,Male,51,85,26,5
15635,Female,65,38,35,0
15636,Male,32,43,60,4
15637,Male,37,53,54,4
15638,Male,58,90,15,5
15639,Female,48,77,17,5
15640,Female,31,72,72,1
15641,Female,60,53,56,4
15642,Male,18,46,61,3
15643,Male,30,25,74,3
15644,Female,37,84,75,1
15645,Male,35,28,63,3
15646,Female,28,76,88,1
15647,Female,63,65,45,4
15648,Male,20,64,45,4
15649,Female,38,113,91,1
15650,Male,69,47,54,4
15651,Male,35,84,92,1
15652,Male,18,48,61,4
15653,Male,20,64,45,4
15654,Male,59,54,47,4
15655,Male,41,87,13,5
15656,Female,27,45,51,4
15657,Male,38,69,74,1
15658,Male,36,20,13,0
15659,Male,49,61,58,4
15660,Male,50,86,25,5
15661,Male,33,136,18,2
15662,Female,32,78,74,1
15663,Female,27,60,49,4
15664,Female,50,33,14,0
15665,Female,29,79,83,1
15666,Male,61,29,5,0
15667,Male,43,71,35,5
15668,Male,53,25,27,0
15669,Female,35,118,77,2
15670,Male,31,24,70,3
15671,Female,46,55,43,4
15672,Male,41,87,20,5
15673,Male,18,61,40,4
15674,Female,33,97,86,1
15675,Male,41,84,19,5
15676,Male,26,76,11,5
15677,Male,48,77,39,5
15678,Female,50,66,58,4
15679,Female,30,88,84,1
15680,Male,18,81,4,5
15681,Female,30,79,73,1
15682,Female,52,88,12,5
15683,Female,49,39,55,4
15684,Female,33,102,68,1
15685,Male,35,88,91,1
15686,Male,66,63,58,4
15687,Male,27,66,56,4
15688,Male,20,80,6,5
15689,Female,38,61,41,4
15690,Male,26,76,14,5
15691,Male,23,38,90,3
15692,Male,65,63,51,4
15693,Female,40,27,30,0
15694,Male,33,128,74,2
15695,Male,39,69,90,1
15696,Female,35,22,34,0
15697,Female,24,19,78,3
15698,Male,39,80,89,1
15699,Female,41,102,40,5
15700,Female,31,38,42,4
15701,Female,51,44,49,4
15702,Female,40,105,17,5
15703,Male,26,61,56,4
15704,Female,36,38,27,0
15705,Male,46,96,16,5
15706,Male,24,59,53,4
15707,Female,21,33,81,3
15708,Male,19,63,47,4
15709,Female,43,34,17,0
15710,Female,23,18,78,3
15711,Female,47,79,18,5
15712,Female,41,67,60,4
15713,Male,68,56,42,4
15714,Male,36,77,2,5
15715,Female,60,51,51,4
15716,Female,49,63,47,4
15717,Male,58,53,53,4
15718,Male,68,53,41,4
15719,Female,31,38,61,3
15720,Female,69,47,47,4
15721,Female,27,38,45,4
15722,Female,51,45,52,4
15723,Male,58,53,48,4
15724,Male,25,24,73,3
15725,Male,39,72,75,1
15726,Male,29,137,83,2
15727,Female,23,38,63,3
15728,Female,54,102,24,5
15729,Female,29,80,81,1
15730,Male,67,18,14,0
15731,Male,60,29,6,0
15732,Male,19,75,9,5
15733,Female,50,68,58,4
15734,Male,46,41,40,4
15735,Female,31,33,73,3
15736,Male,35,25,34,0
15737,Male,66,61,49,4
15738,Female,40,61,42,4
15739,Male,31,76,73,1
15740,Female,38,78,77,1
15741,Female,29,72,89,1
15742,Female,23,18,94,3
15743,Male,28,102,70,1
15744,Female,47,49,41,4
15745,Female,52,68,41,4
15746,Male,19,32,91,3
15747,Female,33,75,88,1
15748,Male,49,63,56,4
15749,Female,57,74,5,5
15750,Female,55,54,58,4
15751,Male,35,78,90,1
15752,Female,47,78,17,5
15753,Female,53,48,61,4
15754,Male,22,17,80,3
15755,Male,67,63,44,4
15756,Male,29,29,82,3
15757,Male,66,54,39,4
15758,Female,67,63,51,4
15759,Male,20,48,61,4
15760,Female,47,61,46,4
15761,Female,24,28,87,3
15762,Female,23,21,92,3
15763,Female,32,31,73,3
15764,Female,42,104,17,5
15765,Male,56,54,54,4
15766,Male,54,63,45,4
15767,Male,63,46,52,4
15768,Female,43,46,50,4
15769,Male,35,88,95,1
15770,Female,50,60,46,4
15771,Female,31,60,42,4
15772,Female,45,50,43,4
15773,Male,48,38,37,0
15774,Female,53,101,25,5
15775,Female,23,41,66,3
15776,Male,28,137,81,2
15777,Female,22,72,30,5
15778,Male,19,79,6,5
15779,Female,36,36,25,0
15780,Female,49,43,52,4
15781,Female,24,18,75,3
15782,Male,27,67,56,4
15783,Female,50,53,43,4
15784,Female,46,56,54,4
15785,Male,58,93,15,5
15786,Female,25,73,33,5
15787,Female,51,43,43,4
15788,Female,35,23,99,3
15789,Male,38,77,89,1
15790,Female,31,84,94,1
15791,Male,18,35,94,3
15792,Female,37,69,38,4
15793,Male,68,62,45,4
15794,Female,31,68,76,1
15795,Male,59,43,61,4
15796,Female,30,82,83,1
15797,Male,24,77,12,5
15798,Female,24,73,32,5
15799,Female,34,57,59,4
15800,Male,27,76,98,1
15801,Male,46,98,15,5
15802,Female,30,46,55,4
15803,Female,31,41,41,4
15804,Female,48,46,43,4
15805,Male,35,88,10,5
15806,Female,58,73,6,5
15807,Male,22,19,80,3
15808,Female,57,21,14,0
15809,Female,34,25,98,3
15810,Male,18,50,60,4
15811,Female,50,40,56,4
15812,Male,48,77,38,5
15813,Male,37,89,9,5
15814,Male,49,83,24,5
15815,Female,38,69,42,4
15816,Male,58,42,58,4
15817,Female,21,17,77,3
15818,Female,24,19,76,3
15819,Male,39,69,74,1
15820,Male,47,55,46,4
15821,Male,46,98,13,5
15822,Female,28,79,82,1
15823,Female,45,28,30,0
15824,Female,36,20,7,0
15825,Male,47,74,9,5
15826,Female,52,90,13,5
15827,Male,21,15,81,3
15828,Female,49,52,42,4
15829,Female,44,79,19,5
15830,Male,53,47,47,4
15831,Male,31,26,71,3
15832,Male,37,19,11,0
15833,Female,31,61,44,4
15834,Male,31,77,93,1
15835,Female,32,96,83,1
15836,Female,32,73,71,1
15837,Male,57,53,49,4
15838,Male,21,21,68,3
15839,Female,35,22,99,3
15840,Female,18,65,51,4
15841,Female,35,103,85,1
15842,Female,21,38,73,3
15843,Female,37,38,25,0
15844,Male,36,95,89,1
15845,Female,23,29,73,3
15846,Male,38,69,89,1
15847,Male,53,62,46,4
15848,Female,43,28,31,0
15849,Male,67,63,47,4
15850,Male,35,92,92,1
15851,Female,47,61,48,4
15852,Female,33,103,24,5
15853,Female,60,50,57,4
15854,Female,34,105,23,5
15855,Female,36,20,35,0
15856,Female,29,41,40,4
15857,Male,57,56,49,4
15858,Female,19,67,50,4
15859,Female,47,25,4,0
15860,Female,27,59,51,4
15861,Female,46,48,42,4
15862,Female,58,73,5,5
15863,Male,44,79,16,5
15864,Female,51,45,51,4
15865,Female,36,103,86,1
15866,Female,33,95,85,1
15867,Female,31,77,73,1
15868,Male,49,56,46,4
15869,Male,35,94,90,1
15870,Female,47,26,5,0
15871,Male,49,66,56,4
15872,Male,18,81,6,5
15873,Female,43,45,50,4
15874,Male,19,32,90,3
15875,Male,53,33,6,0
15876,Female,24,39,66,3
15877,Male,57,54,49,4
15878,Male,36,87,10,5
15879,Male,49,76,38,5
15880,Female,54,57,58,4
15881,Male,39,22,14,0
15882,Female,40,71,59,4
15883,Male,27,69,56,4
15884,Male,40,53,51,4
15885,Male,18,48,60,4
15886,Female,36,37,26,0
15887,Male,19,22,66,3
15888,Male,31,126,74,2
15889,Female,55,101,23,5
15890,Female,29,80,72,1
15891,Male,35,24,34,0
15892,Female,33,86,95,1
15893,Female,44,29,33,0
15894,Male,22,16,81,3
15895,Female,46,61,47,4
15896,Female,35,39,29,0
15897,Male,47,41,43,4
15898,Female,65,63,49,4
15899,Male,43,71,36,4
15900,Female,58,20,13,0
15901,Female,31,71,77,1
15902,Female,29,100,86,1
15903,Female,38,112,90,1
15904,Male,47,45,42,4
15905,Male,35,26,60,3
15906,Female,54,48,58,4
15907,Male,70,48,54,4
15908,Female,32,102,68,1
15909,Female,30,98,89,1
15910,Female,37,86,29,5
15911,Female,52,63,43,4
15912,Male,20,62,50,4
15913,Female,65,39,34,0
15914,Female,23,16,77,3
15915,Female,41,99,41,5
15916,Female,28,78,78,1
15917,Female,23,55,56,4
15918,Female,46,52,43,4
15919,Female,25,40,65,3
15920,Female,29,99,87,1
15921,Male,34,79,1,5
15922,Female,21,57,55,4
15923,Female,34,19,7,0
15924,Female,43,55,52,4
15925,Female,32,96,86,1
15926,Female,28,73,90,1
15927,Male,45,98,13,5
15928,Female,45,126,25,2
15929,Male,28,88,74,1
15930,Female,56,77,6,5
15931,Male,50,57,49,4
15932,Female,35,23,97,3
15933,Male,39,54,48,4
15934,Female,30,80,73,1
15935,Male,28,99,66,1
15936,Male,27,84,69,1
15937,Female,46,29,33,0
15938,Female,50,68,57,4
15939,Female,55,26,12,0
15940,Male,33,42,62,4
15941,Female,35,122,78,2
15942,Male,36,23,35,0
15943,Male,21,21,67,3
15944,Female,37,38,27,0
15945,Male,37,18,13,0
15946,Female,31,42,52,4
15947,Female,28,32,75,3
15948,Female,30,88,84,1
15949,Male,34,41,61,4
15950,Female,48,49,43,4
15951,Male,35,29,59,3
15952,Female,33,78,85,1
15953,Female,49,68,58,4
15954,Female,31,76,88,1
15955,Female,49,33,13,0
15956,Male,24,77,12,5
15957,Male,48,60,41,4
15958,Male,33,43,61,4
15959,Female,35,73,71,1
15960,Male,67,55,40,4
15961,Female,27,39,46,4
15962,Male,23,23,72,3
15963,Female,40,70,59,4
15964,Male,43,71,35,5
15965,Male,57,85,14,5
15966,Male,33,42,58,4
15967,Female,23,53,52,4
15968,Male,60,73,10,5
15969,Male,18,49,58,4
15970,Female,54,44,58,4
15971,Female,22,19,94,3
15972,Female,54,29,13,0
15973,Female,38,111,91,1
15974,Male,32,127,75,2
15975,Female,40,58,39,4
15976,Male,59,95,13,5
15977,Female,37,96,33,5
15978,Male,38,18,13,0
15979,Male,27,91,69,1
15980,Male,32,135,19,2
15981,Female,38,66,40,4
15982,Male,59,53,47,4
15983,Male,26,61,53,4
15984,Female,30,35,72,3
15985,Female,33,86,97,1
15986,Female,38,114,90,1
15987,Female,18,65,48,4
15988,Female,35,35,28,0
15989,Male,53,64,47,4
15990,Female,36,21,35,0
15991,Male,18,72,4,5
15992,Female,50,68,58,4
15993,Female,35,38,26,0
15994,Female,36,121,79,2
15995,Female,47,34,16,0
15996,Female,49,41,52,4
15997,Female,51,41,54,4
15998,Female,21,33,81,3
15999,Female,54,46,60,4
16000,Female,31,58,42,4
16001,Male,48,62,56,4
16002,Female,59,21,14,0
16003,Male,28,77,98,1
16004,Female,34,78,22,5
16005,Female,19,63,54,4
16006,Male,62,48,50,4
16007,Female,23,20,93,3
16008,Female,27,40,48,4
16009,Female,21,53,55,4
16010,Male,48,37,34,0
16011,Female,36,97,34,5
16012,Female,21,53,58,4
16013,Female,47,77,17,5
16014,Male,52,24,28,0
16015,Female,46,25,5,0
16016,Female,19,63,48,4
16017,Female,31,41,41,4
16018,Male,59,91,14,5
16019,Male,48,40,34,0
16020,Male,49,60,39,4
16021,Male,26,62,55,4
16022,Female,19,65,50,4
16023,Female,48,42,52,4
16024,Female,22,62,43,4
16025,Female,18,63,55,4
16026,Female,45,128,30,2
16027,Female,38,87,29,5
16028,Female,48,49,42,4
16029,Male,20,73,10,5
16030,Female,49,55,42,4
16031,Male,36,92,88,1
16032,Male,43,80,18,5
16033,Female,29,38,43,4
16034,Female,37,84,73,1
16035,Female,50,38,57,4
16036,Female,47,50,41,4
16037,Female,34,17,6,0
16038,Male,19,49,59,4
16039,Female,45,53,53,4
16040,Male,20,47,58,4
16041,Male,36,79,1,5
16042,Female,30,34,73,3
16043,Female,23,70,29,5
16044,Female,47,54,43,4
16045,Female,56,78,35,5
16046,Female,40,28,30,0
16047,Male,19,65,47,4
16048,Female,22,54,51,4
16049,Female,47,26,4,0
16050,Female,20,64,41,4
16051,Male,47,70,8,5
16052,Female,23,61,39,4
16053,Male,37,87,7,5
16054,Female,23,18,94,3
16055,Male,48,55,44,4
16056,Female,63,65,45,4
16057,Female,39,32,31,0
16058,Male,20,16,82,3
16059,Female,38,65,42,4
16060,Male,27,88,68,1
16061,Male,62,49,50,4
16062,Male,55,63,47,4
16063,Female,35,22,99,3
16064,Male,35,94,91,1
16065,Female,42,34,16,0
16066,Female,47,49,43,4
16067,Female,45,29,31,0
16068,Female,52,88,14,5
16069,Female,40,69,59,4
16070,Female,30,71,69,1
16071,Male,28,102,68,1
16072,Female,50,39,27,0
16073,Male,29,87,76,1
16074,Male,68,54,40,4
16075,Male,28,77,97,1
16076,Female,50,68,58,4
16077,Male,63,48,51,4
16078,Female,53,30,15,0
16079,Female,44,28,32,0
16080,Male,20,73,7,5
16081,Male,28,87,74,1
16082,Female,22,65,42,4
16083,Male,38,78,1,5
16084,Female,31,39,61,4
16085,Female,67,63,48,4
16086,Female,21,33,79,3
16087,Male,48,77,34,5
16088,Female,23,19,75,3
16089,Female,45,78,20,5
16090,Male,34,78,2,5
16091,Male,65,19,4,0
16092,Male,49,84,27,5
16093,Female,48,78,15,5
16094,Female,58,20,14,0
16095,Female,65,40,35,0
16096,Male,39,70,95,1
16097,Male,18,50,61,4
16098,Female,22,54,57,4
16099,Male,31,25,74,3
16100,Female,31,38,61,3
16101,Female,21,63,42,4
16102,Female,28,59,51,4
16103,Male,53,46,46,4
16104,Male,63,19,2,0
16105,Male,38,71,75,1
16106,Male,48,40,42,4
16107,Female,30,81,78,1
16108,Male,25,23,69,3
16109,Male,59,54,51,4
16110,Male,21,60,50,4
16111,Female,59,21,14,0
16112,Male,70,49,56,4
16113,Male,23,19,78,3
16114,Female,50,40,28,0
16115,Male,61,46,51,4
16116,Male,19,73,9,5
16117,Female,32,49,48,4
16118,Female,32,79,76,1
16119,Male,48,60,41,4
16120,Female,33,102,23,5
16121,Female,22,62,43,4
16122,Male,50,59,57,4
16123,Female,35,76,70,1
16124,Female,34,102,87,1
16125,Female,40,59,36,4
16126,Male,25,38,93,3
16127,Male,67,54,40,4
16128,Female,46,125,29,2
16129,Male,31,101,97,1
16130,Female,24,69,34,5
16131,Male,49,61,57,4
16132,Female,47,77,15,5
16133,Male,34,27,60,3
16134,Male,28,30,83,3
16135,Female,18,63,50,4
16136,Female,29,42,41,4
16137,Female,34,78,22,5
16138,Male,20,15,39,0
16139,Male,18,56,41,4
16140,Male,70,44,47,4
16141,Female,23,53,51,4
16142,Male,46,98,17,5
16143,Male,57,53,51,4
16144,Male,29,29,80,3
16145,Female,45,78,20,5
16146,Female,43,53,52,4
16147,Female,55,80,35,5
16148,Female,47,49,42,4
16149,Male,19,49,60,4
16150,Female,21,19,77,3
16151,Female,45,25,5,0
16152,Female,29,78,80,1
16153,Male,60,44,59,4
16154,Female,56,54,60,4
16155,Male,68,19,16,0
16156,Male,33,78,1,5
16157,Female,30,72,72,1
16158,Male,66,18,15,0
16159,Female,46,55,53,4
16160,Female,35,18,98,3
16161,Female,38,112,90,1
16162,Female,31,42,54,4
16163,Male,48,63,41,4
16164,Female,20,30,80,3
16165,Male,25,79,11,5
16166,Male,35,30,60,3
16167,Male,33,77,89,1
16168,Female,49,63,47,4
16169,Female,35,18,6,0
16170,Male,37,22,12,0
16171,Male,19,75,11,5
16172,Male,32,28,76,3
16173,Female,47,118,18,5
16174,Female,22,29,86,3
16175,Male,32,124,74,2
16176,Male,18,47,57,4
16177,Male,70,49,56,4
16178,Male,41,55,48,4
16179,Female,65,39,35,0
16180,Male,38,55,54,4
16181,Female,48,43,51,4
16182,Male,28,86,76,1
16183,Female,32,59,43,4
16184,Female,59,19,14,0
16185,Female,50,54,44,4
16186,Female,35,74,72,1
16187,Male,37,54,55,4
16188,Male,64,18,1,0
16189,Female,26,40,47,4
16190,Female,31,41,41,4
16191,Female,31,44,53,4
16192,Female,29,96,87,1
16193,Female,20,36,75,3
16194,Female,65,64,50,4
16195,Male,31,26,75,3
16196,Male,30,137,83,2
16197,Male,54,65,47,4
16198,Male,51,36,2,0
16199,Female,46,25,5,0
16200,Female,46,56,53,4
16201,Male,59,42,61,4
16202,Female,32,46,54,4
16203,Female,28,41,44,4
16204,Male,41,55,47,4
16205,Female,49,55,41,4
16206,Male,59,86,15,5
16207,Female,49,61,48,4
16208,Female,37,67,39,4
16209,Male,29,101,68,1
16210,Male,67,65,58,4
16211,Female,50,57,47,4
16212,Female,49,60,44,4
16213,Male,34,113,8,5
16214,Female,30,78,73,1
16215,Male,28,67,56,4
16216,Female,34,78,23,5
16217,Male,27,78,97,1
16218,Male,54,45,47,4
16219,Female,38,65,40,4
16220,Female,57,75,6,5
16221,Male,38,79,86,1
16222,Female,23,27,84,3
16223,Male,38,72,77,1
16224,Male,66,56,40,4
16225,Male,65,65,50,4
16226,Male,54,63,46,4
16227,Male,65,61,51,4
16228,Female,55,29,14,0
16229,Female,31,41,43,4
16230,Female,24,19,76,3
16231,Female,33,72,72,1
16232,Male,26,55,52,4
16233,Female,46,56,41,4
16234,Female,55,57,58,4
16235,Female,30,79,78,1
16236,Female,23,29,85,3
16237,Female,37,85,76,1
16238,Male,69,46,44,4
16239,Female,41,59,40,4
16240,Female,66,38,36,0
16241,Female,40,60,40,4
16242,Female,51,42,50,4
16243,Female,32,83,92,1
16244,Female,53,48,59,4
16245,Female,29,60,51,4
16246,Male,22,20,78,3
16247,Female,22,57,54,4
16248,Male,39,55,49,4
16249,Female,49,58,48,4
16250,Female,48,48,44,4
16251,Female,26,19,74,3
16252,Male,60,30,6,0
16253,Male,18,47,58,4
16254,Female,19,63,56,4
16255,Female,69,47,47,4
16256,Male,35,112,7,5
16257,Female,51,47,45,4
16258,Female,40,72,57,4
16259,Female,33,86,95,1
16260,Female,44,79,20,5
16261,Female,54,29,16,0
16262,Male,46,71,8,5
16263,Male,18,48,61,4
16264,Female,50,62,46,4
16265,Female,50,67,58,4
16266,Male,29,30,85,3
16267,Female,20,39,75,3
16268,Female,31,34,72,3
16269,Female,35,88,75,1
16270,Female,35,120,80,2
16271,Female,36,21,6,0
16272,Female,30,77,80,1
16273,Female,49,65,56,4
16274,Male,48,80,35,5
16275,Female,50,34,13,0
16276,Female,54,80,34,5
16277,Female,56,79,35,5
16278,Male,40,53,47,4
16279,Female,29,33,73,3
16280,Male,32,73,74,1
16281,Female,41,99,37,5
16282,Male,35,25,60,3
16283,Male,20,63,48,4
16284,Female,29,33,73,3
16285,Female,31,78,87,1
16286,Male,39,68,92,1
16287,Female,35,78,23,5
16288,Male,18,60,40,4
16289,Female,47,61,48,4
16290,Female,21,17,78,3
16291,Female,36,88,29,5
16292,Male,44,72,35,5
16293,Male,37,20,13,0
16294,Male,54,62,44,4
16295,Male,45,70,8,5
16296,Male,48,39,34,0
16297,Female,50,40,56,4
16298,Male,47,63,42,4
16299,Female,24,21,77,3
16300,Female,39,112,90,1
16301,Male,37,80,1,5
16302,Male,40,71,76,1
16303,Female,37,79,77,1
16304,Female,18,64,49,4
16305,Female,34,73,70,1
16306,Male,21,16,83,3
16307,Male,24,76,12,5
16308,Female,50,33,15,0
16309,Female,30,20,69,3
16310,Female,20,62,55,4
16311,Male,40,85,13,5
16312,Male,34,25,35,0
16313,Male,36,24,13,0
16314,Male,19,82,4,5
16315,Female,20,64,52,4
16316,Female,31,69,75,1
16317,Female,21,56,57,4
16318,Female,21,54,59,4
16319,Male,28,103,69,1
16320,Male,29,88,75,1
16321,Female,32,18,39,0
16322,Female,63,66,46,4
16323,Male,28,78,98,1
16324,Female,34,78,23,5
16325,Female,47,50,40,4
16326,Female,60,49,56,4
16327,Female,48,42,50,4
16328,Female,37,89,30,5
16329,Male,31,25,72,3
16330,Male,40,78,87,1
16331,Female,31,35,72,3
16332,Female,31,40,61,4
16333,Female,41,97,40,5
16334,Female,56,102,24,5
16335,Female,29,79,83,1
16336,Male,58,55,48,4
16337,Female,32,60,40,4
16338,Female,47,26,6,0
16339,Male,38,67,91,1
16340,Male,47,53,45,4
16341,Male,49,40,36,4
16342,Female,20,40,75,3
16343,Female,50,40,52,4
16344,Female,37,86,29,5
16345,Female,51,88,15,5
16346,Female,34,22,96,3
16347,Male,67,65,42,4
16348,Male,33,113,10,5
16349,Female,68,49,49,4
16350,Male,31,25,74,3
16351,Female,20,34,82,3
16352,Female,49,37,28,0
16353,Male,39,71,74,1
16354,Male,34,29,60,3
16355,Female,38,78,77,1
16356,Female,45,25,6,0
16357,Female,31,81,93,1
16358,Female,68,60,54,4
16359,Female,32,73,72,1
16360,Male,19,82,4,5
16361,Male,67,63,61,4
16362,Female,31,32,72,3
16363,Male,19,80,4,5
16364,Female,40,58,40,4
16365,Female,33,44,54,4
16366,Female,30,35,73,3
16367,Female,54,103,22,5
16368,Male,48,39,37,4
16369,Male,67,61,60,4
16370,Male,20,64,46,4
16371,Female,23,15,75,3
16372,Female,32,16,40,0
16373,Female,68,45,47,4
16374,Female,41,69,56,4
16375,Male,36,87,9,5
16376,Female,49,54,44,4
16377,Female,45,77,20,5
16378,Male,67,18,14,0
16379,Male,36,79,2,5
16380,Female,30,77,84,1
16381,Male,33,76,91,1
16382,Female,50,66,59,4
16383,Male,39,76,88,1
16384,Female,54,103,25,5
16385,Male,42,88,19,5
16386,Male,28,27,79,3
16387,Male,40,86,13,5
16388,Female,21,33,80,3
16389,Male,40,85,22,5
16390,Female,41,102,15,5
16391,Female,32,77,87,1
16392,Female,38,70,41,4
16393,Female,28,46,52,4
16394,Male,24,61,51,4
16395,Female,21,17,74,3
16396,Female,26,58,48,4
16397,Male,48,43,40,4
16398,Female,29,73,86,1
16399,Female,41,62,40,4
16400,Female,44,30,31,0
16401,Male,33,137,16,2
16402,Female,46,80,14,5
16403,Female,49,67,55,4
16404,Male,36,88,92,1
16405,Female,36,87,26,5
16406,Female,55,29,14,0
16407,Male,48,56,46,4
16408,Male,27,78,97,1
16409,Female,34,18,99,3
16410,Female,55,56,56,4
16411,Male,61,94,15,5
16412,Male,69,64,44,4
16413,Male,43,86,20,5
16414,Female,34,58,59,4
16415,Female,30,19,72,3
16416,Female,60,50,57,4
16417,Female,45,54,51,4
16418,Male,59,46,61,4
16419,Male,37,77,3,5
16420,Female,49,63,48,4
16421,Female,36,87,29,5
16422,Female,43,71,8,5
16423,Female,34,101,23,5
16424,Male,50,85,25,5
16425,Male,32,72,93,1
16426,Female,22,64,40,4
16427,Female,60,50,50,4
16428,Female,47,48,41,4
16429,Male,42,88,22,5
16430,Female,34,86,96,1
16431,Male,58,44,61,4
16432,Female,22,15,4,0
16433,Male,46,98,16,5
16434,Male,65,64,52,4
16435,Female,55,78,34,5
16436,Male,25,61,51,4
16437,Male,70,46,53,4
16438,Male,52,25,29,0
16439,Male,18,32,92,3
16440,Female,31,40,40,4
16441,Female,52,88,14,5
16442,Female,24,38,68,3
16443,Female,29,97,86,1
16444,Female,41,100,39,5
16445,Male,66,55,43,4
16446,Female,49,41,51,4
16447,Male,59,44,61,4
16448,Female,50,59,47,4
16449,Male,58,54,52,4
16450,Female,49,63,61,4
16451,Female,27,78,87,1
16452,Male,52,23,29,0
16453,Female,44,28,31,0
16454,Female,30,87,86,1
16455,Male,48,78,36,5
16456,Male,58,95,14,5
16457,Female,35,17,5,0
16458,Male,37,78,1,5
16459,Male,39,91,16,5
16460,Male,19,48,57,4
16461,Female,41,58,42,4
16462,Female,37,63,41,4
16463,Female,66,62,50,4
16464,Female,49,67,60,4
16465,Male,29,99,98,1
16466,Female,29,72,86,1
16467,Male,31,89,63,1
16468,Male,24,38,92,3
16469,Female,59,19,16,0
16470,Female,39,76,76,1
16471,Male,21,20,66,3
16472,Male,23,36,94,3
16473,Female,49,42,54,4
16474,Female,38,63,43,4
16475,Female,33,77,86,1
16476,Female,24,61,38,4
16477,Female,21,17,4,0
16478,Female,24,55,50,4
16479,Female,29,61,50,4
16480,Male,36,88,11,5
16481,Male,34,81,93,1
16482,Female,46,24,7,0
16483,Female,26,47,50,4
16484,Female,36,104,85,1
16485,Female,37,65,43,4
16486,Female,68,48,46,4
16487,Male,59,45,59,4
16488,Female,52,42,49,4
16489,Male,44,77,20,5
16490,Male,64,62,52,4
16491,Male,54,46,44,4
16492,Female,60,50,48,4
16493,Female,50,42,46,4
16494,Female,62,64,43,4
16495,Female,67,46,52,4
16496,Female,30,96,89,1
16497,Female,50,43,47,4
16498,Female,54,28,16,0
16499,Male,29,29,82,3
16500,Male,57,88,15,5
16501,Female,67,49,52,4
16502,Male,37,88,11,5
16503,Female,61,51,48,4
16504,Female,23,54,50,4
16505,Male,43,87,20,5
16506,Male,62,48,52,4
16507,Male,18,48,58,4
16508,Female,30,101,90,1
16509,Male,64,19,2,0
16510,Male,32,124,76,2
16511,Female,27,79,87,1
16512,Male,35,88,10,5
16513,Male,29,28,81,3
16514,Male,35,26,61,3
16515,Female,20,39,76,3
16516,Female,27,76,39,5
16517,Female,31,72,70,1
16518,Female,45,30,32,0
16519,Female,29,31,78,3
16520,Female,36,120,79,2
16521,Female,23,53,57,4
16522,Female,55,49,60,4
16523,Female,23,29,85,3
